,author,content,description,publishedAt,source,title,url,urlToImage
758,,"The Central Bank of Nigeria on Friday said two foreign banks, HSBC and UBS, have closed their offices in Nigeria. The CBN also revealed that foreign investment had fallen sharply from a year ago as FDI slumped to N379.84 billion ($1.2 billion) in the first ha… [+2217 chars]","[Premium Times] The Central Bank of Nigeria on Friday said two foreign banks, HSBC and UBS, have closed their offices in Nigeria.",2018-11-05T08:15:58Z,"{'id': None, 'name': 'Allafrica.com'}",Two Foreign Banks Shut Down Nigerian Operations,https://allafrica.com/stories/201811050190.html,https://cdn03.allafrica.com/download/pic/main/main/csiid/00491331:b4ceb888e4bd9777b1c300206b7d2a85:arc614x376:w1200.png
759,CBS Sports Staff,"The 2018 Shriners Hospitals for Children Open, which begins Thursday at TPC Summerlin in Las Vegas, Nevada, is the first full-field tournament that awards 500 FedEx Cup points to the winner since Kevin Tway was victorious at the Safeway Open earlier this seas… [+3343 chars]","SportsLine simulated the 2018 Shriners Hospitals for Children Open 10,000 times and came up with some surprising picks",2018-10-31T20:06:52Z,"{'id': None, 'name': 'Cbssports.com'}",2018 Shriners Hospitals for Children Open odds: Surprising picks from advanced model that nailed Brooks Koepka's CJ Cup win,https://www.cbssports.com/golf/news/2018-shriners-hospitals-for-children-open-odds-surprising-picks-from-advanced-model-that-nailed-brooks-koepkas-cj-cup-win/,https://sportshub.cbsistatic.com/i/r/2016/05/25/cdf386be-b236-4209-bfc7-5015c8505038/thumbnail/770x433/2380c4dc348fe746d3e777f3f1d219d4/tony-finau-black-polo.jpg
760,CBS Sports Staff,"The 2018 Shriners Hospitals for Children Open takes place this week at TPC Summerlin in Las Vegas. Averages Joes and professional bettors alike are sizing up the 2018 Shriners Hospitals for Children Open field, headlined by top-tier golfers like Rickie Fowler… [+3170 chars]","SportsLine simulated the 2018 Shriners Hospitals for Children Open 10,000 times and came up with some surprising picks",2018-10-30T20:37:13Z,"{'id': None, 'name': 'Cbssports.com'}",2018 Shriners Hospitals for Children Open odds: Surprising picks from proven model that nailed Brooks Koepka's CJ Cup win,https://www.cbssports.com/golf/news/2018-shriners-hospitals-for-children-open-odds-surprising-picks-from-proven-model-that-nailed-brooks-koepkas-cj-cup-win/,https://sportshub.cbsistatic.com/i/r/2018/06/29/042f5778-9a10-445c-9061-fd55ebb7222c/thumbnail/770x433/d1c59966747764870e3880a3b03934c9/fowler.jpg
761,newsfeedback@fool.com (Motley Fool Transcribing),"Image source: The Motley Fool Image source: The Motley Fool. Infosys Ltd ( NYSE:INFY ) Q2 2019 Earnings Conference Call Oct. 16, 2018 9:00 a.m. ET Contents: Prepared Remarks Questions and Answers Call Participants Prepared Remarks: Operator Ladies and gentlem… [+53719 chars]","INFY earnings call for the period ending September 30, 2018.",2018-10-17T17:50:30Z,"{'id': None, 'name': 'Fool.com'}",Infosys Ltd (INFY) Q2 2019 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/10/17/infosys-ltd-infy-q2-2019-earnings-conference-call.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F497296%2Ftranscripts-logo_tSiabJ0.png&h=630&w=1200&op=resize
762,Live from a Lounge,JetPrivilege frequently runs promotions where they offer bonus JPMiles when you convert other reward points to JPMiles. The bonus usually ranges anywhere from 20-50%. Now there is a new JPMiles conversion offer where you can get a flat 70% extra miles on conv… [+2472 chars],"JetPrivilege is offering a targeted 70% bonus on transferring other points to JPMiles from banks and hotel partners. The promotion is valid till October 31, 2018. This is one of the most generous conversion bonuses yet! The post Get 70% bonus JPMiles on conve…",2018-10-23T10:18:54Z,"{'id': None, 'name': 'Boardingarea.com'}",Get 70% bonus JPMiles on conversions!,https://livefromalounge.boardingarea.com/2018/10/23/jpmiles-conversion-offer-70/,https://livefromalounge.boardingarea.com/wp-content/uploads/2018/10/Screen-Shot-2018-10-23-at-1.26.33-PM.png
763,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Amelia+Murray+For+The+Daily+Mail,Do you want to automatically post your MailOnline comments to your Facebook Timeline? Your comment will be posted to MailOnline as usual We will automatically post your comment and a link to the news story to your Facebook timeline at the same time it is post… [+363 chars],"Grandparents will not be able to put cash into grandchildren's accounts at HSBC branches from December 3. Barclays, Santander and Nationwide have already axed this service.",2018-11-13T22:01:17Z,"{'id': None, 'name': 'Thisismoney.co.uk'}",Family of HSBC customers may be blocked from paying into loved ones' accounts,https://www.thisismoney.co.uk/money/saving/article-6385951/Family-HSBC-customers-blocked-paying-loved-ones-accounts.html,https://i.dailymail.co.uk/i/newpix/2018/11/13/19/01FCE71C00000578-0-image-a-6_1542137711799.jpg
764,newsfeedback@fool.com (Motley Fool Transcribers),"Image source: The Motley Fool. Grupo Aeroportuario Del Pacifico, S.A. de C.V. ( NYSE:PAC ) Q3 2018 Earnings Conference Call Oct. 26, 2018, 11:00 a.m. ET Contents: Prepared Remarks Questions and Answers Call Participants Prepared Remarks: Operator Good morning… [+45063 chars]","PAC earnings call for the period ending September 30, 2018.",2018-10-31T22:04:58Z,"{'id': None, 'name': 'Fool.com'}","Grupo Aeroportuario Del Pacifico, S.A. de C.V. (PAC) Q3 2018 Earnings Conference Call Transcript",https://www.fool.com/earnings/call-transcripts/2018/10/31/grupo-aeroportuario-del-pacifico-sa-de-cv-pac-q3-2.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F499583%2Ffeatured-transcript-logo.png&h=630&w=1200&op=resize
765,Kevin Rebong,Michael Bloomberg and 120 Park Avenue (Credit: Getty Images and 120parkhq) Michael Bloomberg could run for president in 2020 and serve two terms and his companys Midtown East satellite offices would still be there when he got back. Bloomberg LP renewed its 46… [+1617 chars],"Michael Bloomberg could run for president in 2020 and serve two terms … and his company’s Midtown East satellite offices would still be there when he got back. Bloomberg LP renewed its 468,000-square-foot lease at Global Holdings Group’s 120 Park Avenue throu…",2018-11-13T18:10:39Z,"{'id': None, 'name': 'Therealdeal.com'}",Bloomberg LP renews Grand Central offices,https://therealdeal.com/2018/11/13/bloomberg-lp-renews-grand-central-offices/,https://therealdeal.com/wp-content/uploads/2018/11/1200-bloomberg-lp-grand-central-120-park-650x406.jpg
766,CapnRex101,"Posted by CapnRex101, 11 Nov 2018 16:30 View image at flickr The popular Skyline subtheme includes some tremendous sets, the most impressive of which are often those that blend modern architecture with historical structures. Shanghai is definitely among the m… [+5522 chars]","The popular Skyline subtheme includes some tremendous sets, the most impressive of which are often those that blend modern architecture with historical structures. Shanghai is definitely among the most architecturally diverse cities in the world and therefore…",2018-11-11T16:30:00Z,"{'id': None, 'name': 'Brickset.com'}",Review: 21039 Shanghai,https://brickset.com/article/39548/review-21039-shanghai,https://c2.staticflickr.com/2/1969/43888631450_c95bca42ea_b.jpg
767,,Monday 11:00 GMT Whats happening British American Tobacco and Imperial Brands tumbled on reports that the US Food and Drug Administration was planning to ban menthol cigarettes. Talk of the ban came ahead of the FDA this week setting out its ecigarette regula… [+3415 chars],"Sports Direct looks most at risk from Amazon competition, says Berenberg",2018-11-12T11:30:31Z,"{'id': 'financial-times', 'name': 'Financial Times'}","Stocks to watch: BAT, Imperial Brands, Hunting, Smurfit Kappa",https://www.ft.com/content/3470e546-e663-11e8-8a85-04b8afea6ea3,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F4a504c82-e66b-11e8-8a85-04b8afea6ea3?source=next-opengraph&fit=scale-down&width=900
768,,"Digital bank Starling is heading to the high street, announcing a tie-up that will enable its personal and business customers to withdraw and deposit cash over the counter at all 11,500 Post Office branches nationwide. Despite falling cash use across the UK, … [+2563 chars]",Partnership with the Post Office will enable customers to deposit and withdraw cash,2018-11-14T05:02:20Z,"{'id': 'financial-times', 'name': 'Financial Times'}",Digital bank Starling to roost on the high street,https://www.ft.com/content/453b752e-e683-11e8-8a85-04b8afea6ea3,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F559db1cc-e767-11e8-8827-ff56e7163c11?source=next-opengraph&fit=scale-down&width=900
769,AFP,Top participants and corporate bigwigs are pulling out of Saudi Arabias Investment Initiative business conference over the fate of missing journalist Jamal Khashoggi (AFP pic) DUBAI: Corporate bigwigs are pulling out of an investment conference in Saudi Arabi… [+2091 chars],"The conference is organised by Saudi Arabia's mammoth sovereign wealth fund, the Public Investment Fund, and has been billed as a showcase for the economic reforms of Crown Prince Mohammed bin Salman.",2018-10-17T13:43:31Z,"{'id': None, 'name': 'Freemalaysiatoday.com'}",Khashoggi case: no-shows at Saudi investment conference,https://www.freemalaysiatoday.com/category/world/2018/10/17/khashoggi-case-no-shows-at-saudi-investment-conference/,https://s3media.freemalaysiatoday.com/wp-content/uploads/2018/10/FMT-Saudiconferencenoshows17102018-AFP.jpg
770,John Vincent,This article is part of a series that provides an ongoing analysis of the changes made to Kenneth Fishers 13F stock portfolio on a quarterly basis. It is based on Fisher Asset Managements regulatory 13F Form filed on 10/24/2018. Please visit our Tracking Kenn… [+12776 chars],"Fisher’s 13F portfolio value increased from $77.02B to $82.37B in Q3 2018. Amazon.com, Apple Inc., Visa Inc., Microsoft, and Alibaba Group Holdings are the larg",2018-10-30T13:14:12Z,"{'id': None, 'name': 'Seekingalpha.com'}",Tracking Ken Fisher's Fisher Asset Management Portfolio - Q3 2018 Update,https://seekingalpha.com/article/4215760-tracking-ken-fishers-fisher-asset-management-portfolio-q3-2018-update,https://static.seekingalpha.com/uploads/2018/10/30/106657-15408916261928399.jpg
771,,"A former Morgan Stanley banker has emerged as the frontrunner to be the next chairman of Noble Group, the commodity trader trying to push through a $3.5bn debt restructuring. Ian Potter, who ran Morgan Stanleys Asian commodities business and is now a partner … [+3126 chars]",Ian Potter in talks with commodity group that is trying to push through restructuring,2018-11-11T22:00:26Z,"{'id': 'financial-times', 'name': 'Financial Times'}",Ex-Morgan Stanley banker in lead to chair Noble,https://www.ft.com/content/cd603b80-e438-11e8-a6e5-792428919cee,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F463919f0-baf9-11e8-8274-55b72926558f?source=next-opengraph&fit=scale-down&width=900
772,"David Whyte, Professor of Socio-legal Studies, University of Liverpool","In the midst of the crisis over British diplomatic relations with Saudi Arabia following the murder of journalist Jamal Khashoggi, the UK foreign secretary, Jeremy Hunt, announced that he intends to appoint British business leaders as ambassadors in the diplo… [+3940 chars]",The government may find it hard to distance itself from companies that engage in questionable practices abroad.,2018-11-02T14:28:06Z,"{'id': None, 'name': 'Theconversation.com'}",Jeremy Hunt's plan for CEOs to become British ambassadors will prove to be an embarrassment,http://theconversation.com/jeremy-hunts-plan-for-ceos-to-become-british-ambassadors-will-prove-to-be-an-embarrassment-106208,https://images.theconversation.com/files/243531/original/file-20181101-83644-1qm1u8c.jpg?ixlib=rb-1.1.0&q=45&auto=format&w=1356&h=668&fit=crop
773,Dhwani Mehta,"UK retail sales Overview The UK retail sales, scheduled to be published later this session at 0930 GMT, are expected to rebound 0.2% m/m in October, following a drop of 0.8% seen in September. Total retail sales are seen arriving at 3% over the year, unchange… [+1731 chars]","UK retail sales Overview The UK retail sales, scheduled to be published later this session at 0930 GMT, are expected to rebound 0.2% m/m in October, following a drop of 0.8% seen in September. Total retail sales are seen arriving at 3% over the year, unchange…",2018-11-15T07:51:03Z,"{'id': None, 'name': 'Fxstreet.com'}",When are the UK retail sales and how could they affect GBP/USD?,https://www.fxstreet.com/news/when-are-the-uk-retail-sales-and-how-could-they-affect-gbp-usd-201811150751,https://editorial.azureedge.net/images/Markets/Currencies/Majors/GBPUSD/cash-334064_Large.jpg
774,,"(Bloomberg) -- As the 33-year-old heir to the Saudi throne, Crown Prince Mohammed bin Salman was expected to rule for half a century. And he still might. But at the moment hes in trouble. The alleged murder of Jamal Khashoggi has put Saudi leaders under a har… [+6115 chars]","The alleged murder of Jamal Khashoggi has put Saudi leaders under a harsh spotlight. Prince Mohammed, who’s effectively been running the country on behalf of his father King Salman, denies knowing anything about the journalist’s disappearance. Bosses includin…",2018-10-19T18:05:26Z,"{'id': None, 'name': 'Yahoo.com'}","As Saudi Prince's Star Fades, Who's Long MBS and Who's Short?",https://www.yahoo.com/news/saudi-prince-apos-star-fades-180526496.html,https://s.yimg.com/uu/api/res/1.2/H7Uyz4rjzgxKusWdv98NZA--~B/aD0xMzMzO3c9MTk5OTtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/bloomberg_politics_602/3c2022ce7021839d426134ab16c40664
775,Kevin Rebong,"Shola Olatoye (Credit: Sasha Maslov) Shola Olatoye, who in April resigned as the chair of New York City Housing Authority amid a lead paint poisoning scandal, joined building contractor Suffolk as vice president in charge of business development in New York, … [+1630 chars]","Shola Olatoye, who in April resigned as the chair of New York City Housing Authority amid a lead paint poisoning scandal, joined building contractor Suffolk as vice president in charge of business development in New York, the company announced Wednesday. The …",2018-10-17T13:00:00Z,"{'id': None, 'name': 'Therealdeal.com'}",Former NYCHA chair Shola Olatoye joins contractor Suffolk,https://therealdeal.com/2018/10/17/former-nycha-chair-shola-olatoye-joins-contractor-suffolk/,https://therealdeal.com/wp-content/uploads/2018/10/1200-Shola-Olatoye-_by-sasha-maslov-20170814_SholaOlatoye-NOV17-075-650x405.jpg
